payment_type,profit_per_order,category_id,category_name,customer_city,customer_id,customer_segment,department_id,department_name,market,order_country,order_date,order_id,order_item_discount_rate,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_price,shipping_date,shipping_mode,label
PAYMENT,45.515114,48,Water Sports,Los Angeles,9808.649,Consumer,7,Fan Shop,Europe,United Kingdom,2015-09-09 00:00:00+01:00,18414.957,0.06,1,199.99,187.43,45.02492,Northern Europe,England,PENDING_PAYMENT,199.99,2015-10-11 00:00:00+01:00,Standard Class,1
DEBIT,45.561657,29,Shop By Sport,North Hills,12326.562,Consumer,5,Golf,Europe,France,2017-06-02 00:00:00+01:00,65881.516,0.02,5,199.95,195.67572,48.64555,Western Europe,Nord-Pas-de-Calais-Picardy,ON_HOLD,39.99,2017-07-08 00:00:00+01:00,Standard Class,1
CASH,44.7501,18,Men's Footwear,Caguas,8453.654,Corporate,4,Apparel,Pacific Asia,Australia,2016-06-12 00:00:00+01:00,24587.238,0.01,1,129.99,128.69,48.618244,Oceania,Queensland,CLOSED,129.99,2016-11-06 00:00:00+00:00,Standard Class,1
DEBIT,61.964886,18,Men's Footwear,Cupertino,1784.925,Consumer,4,Apparel,Europe,Netherlands,2017-10-31 00:00:00+00:00,65672.375,0.01,1,129.99,127.715294,61.4784,Western Europe,Tabuk,COMPLETE,129.99,2017-07-29 00:00:00+01:00,Standard Class,0
DEBIT,26.486343,46,Indoor/Outdoor Games,Caguas,7431.7637,Corporate,7,Fan Shop,LATAM,Chile,2017-03-06 00:00:00+00:00,53840.074,0.07,2,99.96,94.490395,32.4401,South America,Chernihiv,COMPLETE,49.98,2017-02-02 00:00:00+00:00,First Class,1
TRANSFER,26.861681,9,Cardio Equipment,Caguas,4108.8833,Corporate,3,Footwear,Europe,France,2015-08-20 00:00:00+01:00,11742.902,0.05,3,299.97,272.9651,24.838722,Western Europe,Auvergne,PROCESSING,99.99,2016-01-11 00:00:00+00:00,Standard Class,1
TRANSFER,-46.180958,45,Fishing,Chandler,4359.119,Consumer,7,Fan Shop,Europe,Germany,2015-06-04 00:00:00+01:00,12570.631,0.04,1,399.98,383.98,-36.186104,Western Europe,North Rhine-Westphalia,PENDING,399.98,2015-07-20 00:00:00+01:00,Standard Class,1
PAYMENT,33.75387,18,Men's Footwear,College Station,3904.8977,Consumer,4,Apparel,Europe,France,2015-06-19 00:00:00+01:00,11052.919,0.1,1,129.99,114.70914,39.903656,Western Europe,Isle of France,PENDING_PAYMENT,129.99,2015-05-20 00:00:00+01:00,Second Class,1
DEBIT,111.56911,24,Women's Apparel,Kailua,3112.8713,Consumer,5,Golf,USCA,United States,2016-06-14 00:00:00+01:00,37513.82,0.09,5,250,224.99,112.54985,US Center ,Texas,COMPLETE,50,2016-05-12 00:00:00+01:00,Standard Class,1
TRANSFER,-16.363037,43,Camping & Hiking,San Juan,9470.167,Consumer,7,Fan Shop,USCA,United States,2016-05-24 00:00:00+01:00,40532.684,0.13,1,299.98,254.96996,-8.63415,West of USA ,California,PROCESSING,299.98,2016-06-08 00:00:00+01:00,First Class,1
TRANSFER,39.60253,35,Golf Gloves,Denton,9616.296,Consumer,6,Outdoors,LATAM,El Salvador,2016-11-18 00:00:00+00:00,57090.91,0.07,4,79.98,94.48496,42.943554,Central America,San Salvador,PENDING,24.99,2017-05-06 00:00:00+01:00,Second Class,1
DEBIT,52.916313,48,Water Sports,Los Angeles,4755.519,Corporate,7,Fan Shop,Europe,United Kingdom,2017-09-22 00:00:00+01:00,68432.13,0.15,1,199.99,175.99,49.669544,Northern Europe,England,COMPLETE,199.99,2017-10-08 00:00:00+01:00,Standard Class,1
DEBIT,9.00039,18,Men's Footwear,Lompoc,11749.483,Corporate,4,Apparel,Pacific Asia,Australia,2015-05-30 00:00:00+01:00,23817.748,0.18,1,129.99,107.89,6.8236575,Oceania,Australian Capital Territory,COMPLETE,129.99,2015-08-03 00:00:00+01:00,Same Day,1
PAYMENT,33.778065,18,Men's Footwear,New York,11901.328,Home Office,4,Apparel,Pacific Asia,Ireland,2016-04-18 00:00:00+01:00,27473.834,0.13,1,129.99,113.09,37.425537,Southeast Asia,Estuaire,PENDING_PAYMENT,129.99,2016-01-21 00:00:00+00:00,Standard Class,1
CASH,52.564445,24,Women's Apparel,Caguas,835.23315,Consumer,5,Golf,LATAM,Guatemala,2015-03-01 00:00:00+00:00,1041.3623,0.18,5,250,199.92,50.806038,Central America,Escuintla,CLOSED,50,2015-05-24 00:00:00+01:00,Standard Class,1
CASH,42.0654,43,Camping & Hiking,Salina,4839.912,Corporate,7,Fan Shop,LATAM,Nicaragua,2015-07-10 00:00:00+01:00,9026.454,0.16,1,299.98,251.96,43.826557,Central America,Managua,CLOSED,299.98,2015-08-05 00:00:00+01:00,Second Class,0
TRANSFER,6.9808807,29,Women's Apparel,Elgin,6297.3467,Consumer,5,Golf,Pacific Asia,Indonesia,2015-11-09 00:00:00+00:00,22477.736,0.05,1,30.282007,27.97317,14.751652,Southeast Asia,West Java,PROCESSING,24.99,2015-11-17 00:00:00+00:00,Standard Class,0
DEBIT,16.621906,43,Camping & Hiking,Far Rockaway,7764.1772,Consumer,7,Fan Shop,Africa,Cameroon,2017-01-05 00:00:00+00:00,50716.383,0.17,1,299.98,249.9217,17.823973,East Africa,Cabo Delgado,COMPLETE,299.98,2017-01-22 00:00:00+00:00,First Class,1
DEBIT,67.296326,24,Women's Apparel,Chicago,9141.394,Consumer,5,Golf,LATAM,Thailand,2017-06-06 00:00:00+01:00,60334.5,0.06,3,149.96025,143.99579,70.11466,Central America,Uusimaa,COMPLETE,50,2017-07-11 00:00:00+01:00,Standard Class,1
DEBIT,16.258348,17,Cleats,Jacksonville,11905.8545,Consumer,4,Apparel,USCA,United States,2016-04-24 00:00:00+01:00,34284.977,0.04,1,59.99,59.99,23.502476,West Africa,Arizona,ON_HOLD,59.99,2016-05-25 00:00:00+01:00,Second Class,0
CASH,24.232353,29,Shop By Sport,Chicago,9357.108,Corporate,5,Golf,USCA,United States,2016-06-25 00:00:00+01:00,34917.242,0.1,5,199.92,175.99367,24.700539,US Center ,Texas,CLOSED,39.99,2016-04-25 00:00:00+01:00,Standard Class,1
DEBIT,4.545622,24,Women's Apparel,Caguas,2186.0583,Consumer,5,Golf,LATAM,Mexico,2017-05-22 00:00:00+01:00,57221.797,0,1,50,49.975807,6.670609,Central America,Michoacan,COMPLETE,50,2017-03-31 00:00:00+01:00,Standard Class,1
TRANSFER,0.8383968,46,Indoor/Outdoor Games,Lancaster,3856.8345,Home Office,7,Fan Shop,Europe,France,2015-06-10 00:00:00+01:00,10339.642,0.15,1,49.98,43.988914,0,Western Europe,Isle of France,PENDING,49.98,2015-06-10 00:00:00+01:00,Same Day,0
DEBIT,21.329758,17,Cleats,Caguas,8332.083,Corporate,4,Apparel,USCA,United States,2016-11-19 00:00:00+00:00,36922.742,0.18,4,239.96,195.86496,21.486046,East of USA,Vermont,COMPLETE,59.99,2016-11-01 00:00:00+00:00,Standard Class,1
CASH,13.649353,29,Shop By Sport,Marrero,10260.496,Corporate,5,Golf,USCA,United States,2016-07-24 00:00:00+01:00,35656.594,0.07,3,119.97,110.82246,13.989515,West of USA ,Tamil Nadu,CLOSED,39.99,2016-07-07 00:00:00+01:00,Second Class,0
PAYMENT,41.543594,24,Women's Apparel,Katy,16927.879,Consumer,5,Golf,Africa,Egypt,2017-01-04 00:00:00+00:00,46592.52,0.1,3,150,126.09,41.173767,North Africa,Antalya,PENDING_PAYMENT,50,2016-07-27 00:00:00+01:00,Standard Class,1
DEBIT,-24.423243,48,Water Sports,Lombard,3244.8894,Consumer,7,Fan Shop,USCA,United States,2016-05-15 00:00:00+01:00,33200.6,0.03,1,199.99,195.99,-29.881998,East of USA,New York,COMPLETE,199.99,2016-04-14 00:00:00+01:00,Standard Class,1
DEBIT,111.02806,24,Women's Apparel,Tucson,11075.384,Consumer,5,Golf,Africa,Nigeria,2016-06-10 00:00:00+01:00,46193.105,0.03,5,250,242.5,109.391556,West Africa,Maritima,COMPLETE,50,2016-10-20 00:00:00+01:00,Standard Class,1
DEBIT,56.678642,18,Men's Footwear,Caguas,885.2604,Consumer,4,Apparel,Europe,Spain,2015-05-13 00:00:00+01:00,8987.776,0.1,1,129.99,116.99,54.703007,Southern Europe,Guerrero,COMPLETE,129.99,2015-01-06 00:00:00+00:00,Standard Class,0
TRANSFER,-9.234163,29,Shop By Sport,Caguas,4016.7312,Home Office,5,Golf,Pacific Asia,Turkey,2016-10-12 00:00:00+01:00,47059.74,0.09,1,39.99,36.74147,-9.8116455,West Asia,Ogun,PROCESSING,39.99,2016-10-31 00:00:00+00:00,Second Class,1
DEBIT,0,17,Cleats,Bronx,3794.6936,Corporate,4,Apparel,USCA,United States,2016-05-18 00:00:00+01:00,31914.719,0.09,3,179.97,169.99,4.8682866,East of USA,Ohio,COMPLETE,59.99,2016-12-15 00:00:00+00:00,Standard Class,1
PAYMENT,41.185497,9,Cardio Equipment,Caguas,8210.714,Corporate,3,Footwear,Europe,Spain,2015-08-26 00:00:00+01:00,17120.748,0.13,1,99.99,93.00625,43.85465,Southern Europe,Andalusia,PENDING_PAYMENT,99.99,2015-07-14 00:00:00+01:00,Standard Class,1
DEBIT,27.331804,13,Boxing & MMA,New Orleans,2530.759,Corporate,3,Footwear,Europe,France,2015-07-01 00:00:00+01:00,12954.338,0.06,2,119.98,107.89,22.912977,Western Europe,Auvergne-Rhone-Alpes,COMPLETE,50,2015-08-24 00:00:00+01:00,Standard Class,0
PAYMENT,88.209,45,Fishing,Caguas,1046.9299,Consumer,7,Fan Shop,Europe,France,2017-05-02 00:00:00+01:00,61815.258,0.16,1,399.98,335.3658,92.02345,Western Europe,Aquitaine-Limousin-Poitou-Charentes,PENDING_PAYMENT,399.98,2017-06-15 00:00:00+01:00,First Class,1
TRANSFER,118.71655,45,Fishing,Caguas,7523.1733,Corporate,7,Fan Shop,LATAM,Panama,2015-09-17 00:00:00+01:00,4230.0537,0.02,1,399.98,391.98,123.25415,Central America,Panama,PROCESSING,399.98,2015-03-05 00:00:00+00:00,Second Class,0
PAYMENT,-10.576419,48.43072,Baby ,West Covina,15500.814,Consumer,4,Fan Shop,Pacific Asia,Australia,2017-11-07 00:00:00+00:00,70686.87,0.25,1,59.99,46.49402,-6.346192,Oceania,Queensland,PENDING_PAYMENT,59.99,2017-12-18 00:00:00+00:00,Standard Class,1
DEBIT,90.919304,48,Water Sports,Honolulu,9520.741,Home Office,7,Fan Shop,Pacific Asia,Turkey,2016-06-02 00:00:00+01:00,47230.15,0.04,1,199.99,189.99,93.217865,West Asia,San Salvador,COMPLETE,199.99,2016-09-28 00:00:00+01:00,Second Class,1
DEBIT,55.115597,17,Cleats,Toa Alta,5052.1094,Corporate,4,Apparel,USCA,United States,2016-08-06 00:00:00+01:00,35810.215,0,5,299.95,299.98386,60.70572,East of USA,New York,ON_HOLD,59.99,2016-09-29 00:00:00+01:00,Same Day,1
DEBIT,1.3519378,13,Men's Footwear,Caguas,2122.9824,Consumer,3,Footwear,USCA,Canada,2016-11-09 00:00:00+00:00,45655.754,0.01,1,39.99,42.97906,1.9318569,Canada,Ontario,COMPLETE,39.99,2016-11-09 00:00:00+00:00,Standard Class,1
DEBIT,101.89384,9,Cardio Equipment,Caguas,10337.783,Consumer,3,Footwear,Europe,France,2017-08-31 00:00:00+01:00,64574.465,0.13069445,4,299.98,299.96823,93.413185,Western Europe,Isle of France,COMPLETE,99.99,2017-07-08 00:00:00+01:00,Standard Class,1
TRANSFER,-60.41287,46,Indoor/Outdoor Games,Garden Grove,3969.7136,Consumer,7,Fan Shop,Europe,Iraq,2017-09-15 00:00:00+01:00,64079.645,0.01,1,49.98,48,-44.949448,Western Europe,Tolima,PROCESSING,49.98,2017-07-08 00:00:00+01:00,Second Class,1
PAYMENT,71.99749,17,Cleats,Lancaster,1941.9243,Consumer,4,Apparel,Pacific Asia,Indonesia,2016-01-18 00:00:00+00:00,26984.191,0.1,3,179.97,165.99046,71.49612,Southeast Asia,Central Java,PENDING_PAYMENT,59.99,2016-02-08 00:00:00+00:00,Standard Class,1
TRANSFER,-11.35214,17,Cleats,Tucson,7639.4106,Corporate,4,Apparel,Africa,Democratic Republic of the Congo,2016-04-23 00:00:00+01:00,41749.582,0.15,1,59.99,50.39,-8.244639,Central Africa,Kinshasa,PROCESSING,59.99,2016-07-06 00:00:00+01:00,Standard Class,1
TRANSFER,-47.19896,18,Men's Footwear,Caguas,9066.32,Consumer,4,Apparel,USCA,United States,2016-07-11 00:00:00+01:00,41521.562,0.03,1,129.99,124.79,-40.764652,West of USA ,California,PENDING,129.99,2016-04-27 00:00:00+01:00,Second Class,1
DEBIT,55.4324,24,Women's Apparel,Caguas,9300.513,Home Office,5,Golf,Europe,Kazajistï¿½n,2017-03-02 00:00:00+00:00,52389.65,0.25,4,200,159.96791,50.61362,South of  USA ,Ontario,COMPLETE,50,2017-01-21 00:00:00+00:00,Standard Class,1
DEBIT,84.91987,24,Women's Apparel,Westerville,1492.0759,Consumer,5,Golf,LATAM,Brazil,2017-06-25 00:00:00+01:00,60864.12,0.2,5,250,197.99,86.11643,South America,Rio Grande do Sul,COMPLETE,50,2017-06-12 00:00:00+01:00,Standard Class,1
DEBIT,-38.418762,48,Water Sports,Caguas,4792.1855,Consumer,7,Fan Shop,Pacific Asia,India,2016-05-09 00:00:00+01:00,27671.879,0.05,1,199.99,193.99,-60.822083,South Asia,Brittany,COMPLETE,199.99,2016-05-14 00:00:00+01:00,First Class,1
DEBIT,20.893381,48,Water Sports,Caguas,10447.095,Home Office,7,Fan Shop,Africa,Morocco,2016-08-09 00:00:00+01:00,41851.793,0.03,1,199.99,193.99,22.327822,North Africa,Taza-Al Hoceima-Taounate,COMPLETE,199.99,2016-07-08 00:00:00+01:00,First Class,1
DEBIT,90.37342,24,Women's Apparel,El Cajon,905.5482,Corporate,5,Golf,Europe,Italy,2015-10-25 00:00:00+01:00,18621.492,0,5,250,251.98,87.68388,Southern Europe,Missouri,COMPLETE,50,2015-08-11 00:00:00+01:00,Second Class,1
DEBIT,92.24171,9,Cardio Equipment,Caguas,149.2406,Home Office,3,Footwear,Pacific Asia,New Zealand,2016-04-06 00:00:00+01:00,31178.564,0.16,4,399.96622,335.98,95.97671,Oceania,Auckland,COMPLETE,99.99,2016-04-17 00:00:00+01:00,Standard Class,1
DEBIT,0,43,Camping & Hiking,New Brunswick,1728.2288,Corporate,7,Fan Shop,Pacific Asia,China,2015-11-19 00:00:00+00:00,22860.219,0.25,1,299.98,227.96,0,Eastern Asia,Negeri Sembilan,COMPLETE,299.98,2015-11-17 00:00:00+00:00,Standard Class,0
DEBIT,23.912527,48,Water Sports,New York,1744.973,Corporate,7,Fan Shop,LATAM,Panama,2016-09-25 00:00:00+01:00,50804.06,0.01,1,199.99,199.92,30.320908,Central America,Panama,COMPLETE,199.99,2016-12-16 00:00:00+00:00,First Class,1
PAYMENT,-28.517107,43,Camping & Hiking,Chandler,7589.344,Home Office,7,Fan Shop,Europe,Germany,2015-07-08 00:00:00+01:00,12567.956,0.16,1,299.98,250.25421,-26.006714,Western Europe,Hesse,PENDING_PAYMENT,299.98,2015-09-13 00:00:00+01:00,Standard Class,1
TRANSFER,75.62151,24,Women's Apparel,Caguas,2657.2075,Home Office,5,Golf,LATAM,Brazil,2015-04-10 00:00:00+01:00,7673.034,0.2,4,199.99,163.98433,71.258156,South America,Rio Grande do Sul,PROCESSING,50,2015-04-24 00:00:00+01:00,First Class,1
CASH,26.790115,17,Cleats,Caguas,2300.3892,Corporate,4,Apparel,LATAM,El Salvador,2017-12-04 00:00:00+00:00,61915.293,0.13,4,239.96,199.92,25.603624,Central America,San Salvador,CLOSED,59.99,2017-06-23 00:00:00+01:00,First Class,1
DEBIT,35.501266,18,Men's Footwear,Mentor,3277.1208,Consumer,4,Apparel,USCA,United States,2016-07-27 00:00:00+01:00,34853.69,0.07,1,129.99,122.84,40.478275,West of USA ,Sichuan,ON_HOLD,129.99,2016-06-22 00:00:00+01:00,Second Class,0
DEBIT,30.679981,17,Cleats,Caguas,11925.874,Consumer,4,Apparel,Europe,Italy,2015-07-03 00:00:00+01:00,11225.095,0.15,5,299.95,254.96,29.126545,Southern Europe,Budapest,COMPLETE,59.99,2015-06-16 00:00:00+01:00,Same Day,0
DEBIT,56.824787,43,Camping & Hiking,Bayamon,3669.0059,Corporate,7,Fan Shop,LATAM,Brazil,2017-03-09 00:00:00+00:00,53208.195,0.17,1,299.98,242.49701,56.61386,South America,Georgia,COMPLETE,299.98,2017-03-01 00:00:00+00:00,First Class,1
CASH,34.343155,46,Indoor/Outdoor Games,Caguas,2985.349,Corporate,7,Fan Shop,Africa,Egypt,2016-06-29 00:00:00+01:00,40195.03,0.15,2,99.96,83.97,34.20665,North Africa,Alexandria,CLOSED,49.98,2016-03-03 00:00:00+00:00,Second Class,1
TRANSFER,85.26638,45,Fishing,Caguas,12216.447,Consumer,7,Fan Shop,LATAM,Chile,2017-03-15 00:00:00+00:00,56033.043,0.02,1,399.98,387.98,85.1591,South America,Santiago de Chile,PROCESSING,399.98,2017-03-16 00:00:00+00:00,Standard Class,1
TRANSFER,52.597687,46,Indoor/Outdoor Games,Caguas,2769.458,Consumer,7,Fan Shop,LATAM,El Salvador,2017-08-08 00:00:00+01:00,59641.47,0.15,4,199.92,175.99,57.30741,Central America,San Salvador,PENDING,49.98,2016-12-21 00:00:00+00:00,Standard Class,1
PAYMENT,-92.938354,45,Fishing,Metairie,15623.726,Home Office,7,Fan Shop,LATAM,Brazil,2015-04-24 00:00:00+01:00,7642.0723,0.17,1,399.98,331.98,-87.54674,South America,Rio Grande do Sul,PENDING_PAYMENT,399.98,2015-05-01 00:00:00+01:00,Standard Class,0
TRANSFER,20.055157,71,Music,Caguas,17362.03,Home Office,9,Discs Shop,Pacific Asia,China,2018-01-29 00:00:00+00:00,75158.695,0.03,1,281.25873,246.15257,23.955069,Eastern Asia,Lagunes,PROCESSING,299.98,2018-04-14 00:00:00+01:00,Standard Class,1
CASH,13.461379,46,Indoor/Outdoor Games,New Orleans,8517.469,Consumer,7,Fan Shop,LATAM,El Salvador,2017-04-22 00:00:00+01:00,57299.24,0.03,1,49.98,48,13.615313,Central America,San Salvador,CLOSED,49.98,2017-05-05 00:00:00+01:00,Standard Class,1
PAYMENT,83.08578,17,Cleats,Newark,898.31866,Home Office,4,Apparel,Pacific Asia,Indonesia,2015-10-18 00:00:00+01:00,26674.885,0.12,4,239.96,217.42154,83.73056,Southeast Asia,Khomas,PENDING_PAYMENT,59.99,2016-01-19 00:00:00+00:00,Second Class,1
TRANSFER,53.464016,18,Men's Footwear,Caguas,12015.215,Consumer,4,Apparel,USCA,United States,2016-03-10 00:00:00+00:00,35359.047,0.15,1,129.99,113.09,52.47041,West of USA ,California,PROCESSING,129.99,2016-09-24 00:00:00+01:00,Standard Class,1
DEBIT,9.144465,24,Women's Apparel,Stamford,6876.558,Consumer,5,Golf,Europe,France,2017-08-07 00:00:00+01:00,71415.96,0.01,2,100,99.10157,6.639441,Western Europe,Auvergne-Rhone-Alpes,COMPLETE,50,2016-05-06 00:00:00+01:00,Standard Class,1
TRANSFER,78.0486,17,Cleats,Memphis,8486.824,Consumer,4,Apparel,Pacific Asia,Turkey,2016-06-28 00:00:00+01:00,41516.273,0.1,5,299.95,269.98,83.41265,West Asia,Istanbul,PENDING,59.99,2016-05-13 00:00:00+01:00,First Class,1
DEBIT,32.921944,46,Indoor/Outdoor Games,Chicago,12214.59,Home Office,7,Fan Shop,LATAM,Colombia,2017-03-16 00:00:00+00:00,55084.82,0.18,3,129.99,116.3728,30.391981,South America,Ceuta,COMPLETE,49.98,2017-03-17 00:00:00+00:00,Standard Class,1
DEBIT,117.560196,45,Fishing,Caguas,5035.8237,Consumer,7,Fan Shop,Africa,Nigeria,2016-09-22 00:00:00+01:00,42201.78,0.2,1,399.98,327.98,116.787735,West Africa,Cantabria,COMPLETE,399.98,2016-09-05 00:00:00+01:00,Standard Class,1
PAYMENT,-277.81198,48,Water Sports,Clearfield,2845.4504,Consumer,7,Fan Shop,LATAM,Cuba,2015-03-31 00:00:00+01:00,6517.8813,0.06,1,199.99,189,-259.83972,Caribbean,Santiago de Cuba,PENDING_PAYMENT,199.99,2015-04-19 00:00:00+01:00,Standard Class,0
DEBIT,30.36636,46,Indoor/Outdoor Games,Brooklyn,4490.3486,Consumer,7,Fan Shop,USCA,United States,2016-06-25 00:00:00+01:00,33761.383,0.09,2,99.96,89.97421,33.078655,East of USA,Maryland,ON_HOLD,49.98,2016-06-14 00:00:00+01:00,Standard Class,1
DEBIT,135.64807,45,Fishing,Phoenix,10718.97,Consumer,7,Fan Shop,Pacific Asia,Zambia,2016-08-29 00:00:00+01:00,44099.996,0,1,399.98,399.97043,140.22658,South Asia,Nelson,COMPLETE,399.98,2016-10-25 00:00:00+01:00,Second Class,1
DEBIT,68.952126,48,Water Sports,North Bergen,6827.4053,Home Office,7,Fan Shop,LATAM,Colombia,2017-08-23 00:00:00+01:00,62231.824,0.1,1,199.99,181.99,66.19969,South America,Hainan,COMPLETE,199.99,2017-11-25 00:00:00+00:00,Standard Class,1
TRANSFER,-88.94169,24,Women's Apparel,Raleigh,1669.8174,Corporate,5,Golf,LATAM,Mexico,2017-04-30 00:00:00+01:00,58959.703,0.09,3,150,134.95082,-76.446236,Central America,KwaZulu-Natal,PENDING,50,2017-05-14 00:00:00+01:00,Same Day,1
DEBIT,87.9275,9,Cardio Equipment,Toms River,10841.684,Consumer,3,Footwear,Europe,United Kingdom,2017-09-01 00:00:00+01:00,66223.42,0.06913237,3,299.97,272.98,90.74341,Northern Europe,England,COMPLETE,99.99,2017-07-11 00:00:00+01:00,Second Class,1
CASH,-110.49354,9,Cardio Equipment,Caguas,8540.84,Consumer,3,Footwear,Europe,United Kingdom,2017-10-06 00:00:00+01:00,67288.61,0.13,1,99.99,84.97,-91.46125,Northern Europe,England,CLOSED,99.99,2017-08-10 00:00:00+01:00,Standard Class,0
DEBIT,19.226152,46,Indoor/Outdoor Games,Fontana,8876.535,Consumer,7,Fan Shop,USCA,United States,2016-08-28 00:00:00+01:00,35501.99,0.25,2,99.96,63.693134,21.573965,South of  USA ,Odisha,COMPLETE,49.98,2016-05-28 00:00:00+01:00,Standard Class,0
DEBIT,9.967064,29,Shop By Sport,Escondido,11199.85,Corporate,5,Golf,Europe,France,2017-08-30 00:00:00+01:00,66800.44,0.03,1,39.99,38.732872,12.016038,Western Europe,Cidade De Maputo,COMPLETE,39.99,2017-07-30 00:00:00+01:00,Second Class,1
DEBIT,93.79465,17,Cleats,Caguas,9959.928,Consumer,4,Apparel,Europe,Mexico,2015-05-10 00:00:00+01:00,8900.642,0.04,5,299.95,278.98,101.15033,Western Europe,Lima (city),COMPLETE,59.99,2015-05-23 00:00:00+01:00,Standard Class,1
PAYMENT,-269.20868,24,Women's Apparel,Caguas,8947.818,Consumer,5,Golf,USCA,United States,2016-09-18 00:00:00+01:00,35556.85,0.12,4,200,175.99,-304.6884,US Center ,Texas,PENDING_PAYMENT,50,2016-05-10 00:00:00+01:00,Second Class,1
TRANSFER,46.756065,24,Women's Apparel,Philadelphia,2223.7778,Consumer,5,Golf,USCA,United States,2016-05-14 00:00:00+01:00,34864.707,0.03,3,150,143.98,51.07347,West of USA ,California,PROCESSING,50,2016-06-25 00:00:00+01:00,First Class,1
PAYMENT,29.043402,9,Cardio Equipment,Toa Alta,1.1577725,Corporate,3,Footwear,LATAM,Brazil,2015-03-08 00:00:00+00:00,633.6828,0.04,5,499.95,476.82358,29.982845,South America,Sao Paulo,PENDING_PAYMENT,99.99,2015-04-23 00:00:00+01:00,Standard Class,0
CASH,0,24,Women's Apparel,Caguas,6038.9424,Consumer,5,Golf,USCA,United States,2016-05-30 00:00:00+01:00,37309.457,0,1,50,53.96835,-1.97266,East of USA,New York,CLOSED,50,2016-10-24 00:00:00+01:00,Standard Class,1
DEBIT,70.52809,9,Cardio Equipment,Caguas,4391.1133,Corporate,3,Footwear,Pacific Asia,Saudi Arabia,2016-07-21 00:00:00+01:00,40281.223,0.12,2,199.99,185.99,72.57693,West Asia,Amapa,ON_HOLD,99.99,2016-06-17 00:00:00+01:00,Second Class,1
DEBIT,29.28233,46,Indoor/Outdoor Games,Harvey,932.0739,Consumer,7,Fan Shop,Pacific Asia,Australia,2015-06-20 00:00:00+01:00,20641.076,0.13941391,2,99.96,84.99983,30.93061,Oceania,Western Australia,COMPLETE,49.98,2015-10-04 00:00:00+01:00,Standard Class,1
PAYMENT,-297.7875,17,Cleats,Caguas,8791.715,Home Office,4,Apparel,Europe,Netherlands,2015-06-20 00:00:00+01:00,12167.556,0.07,4,239.96,225.72446,-306.63916,Western Europe,South Holland,PENDING_PAYMENT,59.99,2015-07-17 00:00:00+01:00,First Class,1
DEBIT,90.04519,24,Women's Apparel,Marion,1021.60504,Consumer,5,Golf,USCA,United States,2016-04-15 00:00:00+01:00,31925.006,0.17,5,249.9,191.95575,92.008995,East of USA,New Jersey,COMPLETE,50,2016-07-12 00:00:00+01:00,Standard Class,0
PAYMENT,-9.175203,17,Cleats,Webster,7285.9224,Consumer,4,Apparel,LATAM,Mexico,2017-04-28 00:00:00+01:00,59725.348,0.12,1,59.99,53.936882,-6.3660607,Central America,Baja California,PENDING_PAYMENT,59.99,2017-06-30 00:00:00+01:00,Standard Class,1
DEBIT,16.741419,48,Water Sports,West Orange,3006.8147,Consumer,7,Fan Shop,Europe,United Kingdom,2017-07-13 00:00:00+01:00,66061.35,0.15,1,199.99,167.95033,15.292325,Northern Europe,England,COMPLETE,199.99,2017-11-12 00:00:00+00:00,Second Class,0
TRANSFER,-120.23631,17,Cleats,Caguas,10643.564,Home Office,4,Apparel,Pacific Asia,Guatemala,2016-05-29 00:00:00+01:00,36279.195,0.13,2,127.5881,109.19,-140.8859,West Asia,Punjab,PENDING,59.99,2016-06-10 00:00:00+01:00,Standard Class,1
CASH,12.944034,29,Golf Gloves,Caguas,2908.1038,Corporate,6,Outdoors,LATAM,Honduras,2017-05-22 00:00:00+01:00,60971.785,0.09,1,239.96,199.99,12.992671,Central America,Francisco Morazan,CLOSED,199.99,2017-03-26 00:00:00+00:00,Standard Class,1
TRANSFER,97.00443,43,Camping & Hiking,Caguas,6730.9624,Consumer,7,Fan Shop,Africa,Nigeria,2016-11-06 00:00:00+00:00,47521.645,0.05,1,299.98,287.97208,99.49428,West Africa,Cojedes,PENDING,299.98,2016-12-21 00:00:00+00:00,First Class,1
PAYMENT,63.018936,9,Cardio Equipment,Caguas,9381.77,Corporate,3,Footwear,Europe,United Kingdom,2015-07-30 00:00:00+01:00,14009.164,0.04,2,199.98,189.98781,62.783142,Northern Europe,England,PENDING_PAYMENT,99.99,2015-08-10 00:00:00+01:00,Standard Class,1
TRANSFER,97.61812,24,Women's Apparel,Vacaville,6337.315,Consumer,5,Golf,LATAM,Mexico,2017-02-15 00:00:00+00:00,53998.066,0,4,200,204.89958,95.99677,Central America,Guanajuato,PROCESSING,50,2017-04-18 00:00:00+01:00,Second Class,1
TRANSFER,85.86016,43,Camping & Hiking,Caguas,9946.449,Home Office,7,Fan Shop,Europe,United Kingdom,2017-07-12 00:00:00+01:00,65311.457,0.1,1,299.98,278.98,83.28997,Northern Europe,Scotland,PENDING,299.98,2017-07-12 00:00:00+01:00,Standard Class,1
DEBIT,31.37387,34.456894,Golf Gloves,Bakersfield,7034.0513,Consumer,6,Outdoors,Africa,Egypt,2016-10-27 00:00:00+01:00,44867.13,0.05,2,59.99,52.19,32.81564,North Africa,Castilla-La Mancha,COMPLETE,39.99,2016-10-02 00:00:00+01:00,Standard Class,1
